Confidence,Correct
15.35875,1
14.876964285714285,0
15.809196428571429,1
15.421607142857143,1
16.005,0
15.485535714285714,0
15.586785714285714,1
15.820535714285715,0
14.8075,0
14.345178571428571,0
17.44392857142857,0
16.764910714285715,1
15.737142857142857,0
14.320178571428572,0
14.92,0
18.396785714285713,0
16.019285714285715,0
19.129464285714285,0
14.871517857142857,0
15.546071428571429,1
14.968214285714286,0
15.907857142857143,1
15.8775,0
15.987142857142857,0
15.619107142857143,0
15.167321428571428,0
15.060982142857142,0
15.065714285714286,0
14.886785714285715,0
15.997142857142856,1
14.450357142857143,0
14.34,0
14.084642857142857,0
15.16,0
15.093035714285714,0
16.635357142857142,0
20.21482142857143,0
14.853482142857143,0
15.401607142857143,1
17.139464285714286,0
16.96767857142857,0
14.505714285714285,0
15.066428571428572,0
16.14017857142857,0
14.80875,1
14.831607142857143,0
14.983571428571429,0
16.68482142857143,1
17.189642857142857,0
15.494464285714285,0
18.42107142857143,0
15.628928571428572,0
15.456964285714285,0
15.945714285714285,1
15.821071428571429,1
15.887857142857143,1
14.754464285714286,0
18.458035714285714,0
15.649821428571428,0
14.728214285714285,1
15.447142857142858,0
15.143928571428571,0
14.675178571428571,1
18.018214285714286,0
15.113928571428572,0
16.541071428571428,0
15.10375,0
15.920714285714286,0
16.024464285714284,0
15.064285714285715,0
14.813035714285714,0
15.526785714285714,0
13.976607142857143,0
14.337053571428571,0
15.149107142857142,1
14.795714285714286,0
15.90375,0
15.464821428571428,0
16.45392857142857,0
15.160714285714286,0
14.460178571428571,0
14.665357142857143,1
14.977898550724637,1
18.968035714285715,0
14.799285714285714,0
15.35,0
14.84142857142857,0
15.634642857142858,0
15.705892857142857,0
15.530357142857143,0
14.267678571428572,0
14.605535714285715,0
14.126785714285715,0
15.366696428571428,0
15.235357142857143,0
15.579285714285714,1
16.833392857142858,0
14.045,0
14.595178571428571,1
15.811071428571429,0
